user_id,firm_id,user_title,month,query_count,active_days,total_documents_processed,avg_feedback_score,engagement_level
03e9b057ef082e513cce1e8dc8a9aa7e,1050,Senior Associate,2024-05,3,2,102,3.67,Occasional User
03ef17b7c69ebaefe980d999db018883,1068,Senior Associate,2024-05,3,3,3,4.33,Occasional User
03fea64600970f27bf2366654ea0e11c,1055,Associate,2024-05,2,1,32,4.5,Occasional User
041b14a215e128bc98d1cca191eed3fa,1037,Junior Associate,2024-05,2,2,2,4.5,Occasional User
042d26b0c5d766dfcd2c900d45b7d681,1286,Partner,2024-05,3,2,25,4.0,Occasional User
046b7017b9e3719bbbbffd171fcaaada,1068,Associate,2024-05,1,1,3,4.0,Occasional User
04bf4e9fb443c6299fb00417d6a56b08,1037,Junior Associate,2024-05,3,2,3,4.33,Occasional User
04e2190bd00d87efb27a0222d25abded,1658,Associate,2024-05,4,4,24,4.75,Occasional User
0523d4fcbe429b3e6eaa4054860bdd35,1037,Junior Associate,2024-05,9,5,88,3.89,Regular User
055c89d63197910db0e9452427be3480,1068,Senior Associate,2024-05,1,1,1,4.0,Occasional User
05716a54b0a9607f1460e8912c5c72e3,1222,Junior Associate,2024-05,11,4,96,4.27,Regular User
05d99ef057ce076994c9c6ed8d1c1300,1022,Associate,2024-05,1,1,1,5.0,Occasional User
05f3774c81078d048dbccba0bf69fa84,1055,Associate,2024-05,2,1,31,4.5,Occasional User
06689a4bf844826f83b7df8d0803cfc4,1738,Associate,2024-05,2,1,90,3.0,Occasional User
067883d4126bf2c17951644f17989bc8,101149,Junior Associate,2024-05,1,1,1,3.0,Occasional User
067b977b198d03e3c3569467243e468b,1063,Associate,2024-05,1,1,1,4.0,Occasional User
06b596fb110171712ce9e42ff5d057ca,1072,Junior Associate,2024-05,14,3,69,3.93,Regular User
071cfb3ace5c6a9d9a1bbc6b0063cc56,1787,Junior Associate,2024-05,11,5,179,4.0,Regular User
0721aadaeaac29243e0853e27de58d74,1037,Associate,2024-05,1,1,1,5.0,Occasional User
073592d7f273286001d630a11cf01ff0,1738,Junior Associate,2024-05,3,2,3,4.33,Occasional User
0763a4eb361b1980e56185d00a47ffa2,1068,Senior Associate,2024-05,2,1,2,3.0,Occasional User
07a5d661fb3187fb305880f2e58f712b,101084,Associate,2024-05,1,1,1,5.0,Occasional User
0817ff9ac06681f4f9ee203679051c94,1068,Junior Associate,2024-05,1,1,3,4.0,Occasional User
081ab4c3fbc6c3f608a48c22808c14f9,1068,Associate,2024-05,1,1,1,4.0,Occasional User
0835bef32b62ede156664edd66104778,1068,Partner,2024-05,1,1,17,5.0,Occasional User
0869a1744593e5a4d1b4e2d538cd3051,1055,Junior Associate,2024-05,1,1,1,5.0,Occasional User
0897cb62fdb0654c1cb65773a35cc221,1787,Associate,2024-05,5,2,45,4.0,Occasional User
09a41569e1deb8d004b8de56ee5d33dc,101169,Senior Associate,2024-05,1,1,1,5.0,Occasional User
09c81fcb02b93c8c387a06cc8cacfcf5,101169,Junior Associate,2024-05,8,3,47,4.5,Regular User
09d46a1f8206d13b6adbcc83e2cf21a2,1738,Senior Associate,2024-05,5,4,24,2.8,Regular User
0a0411321a5b5a3a3a5a886bc0d38289,1080,Junior Associate,2024-05,1,1,3,4.0,Occasional User
0a399731e707f956d162ff74e7f3ecca,1035,Partner,2024-05,4,2,33,4.0,Occasional User
0a3ea5b9a4ea223e0d150029f4e0c6a1,1222,Associate,2024-05,4,3,31,4.5,Occasional User
0a7fca30d080abd2323413eba8367b85,1068,Junior Associate,2024-05,1,1,1,1.0,Occasional User
0a9d411a1324697789bce7fd71f6e7a6,1055,Associate,2024-05,3,2,27,3.0,Occasional User
0ad0ee567152d741c06aa8f6d304bf72,1035,Junior Associate,2024-05,3,3,24,3.0,Occasional User
0adcd39c00b91224e137ef13db5a1ba5,1080,Junior Associate,2024-05,3,2,22,3.67,Occasional User
0aedc8b9414150beaeca32191af0a418,1080,Senior Associate,2024-05,3,3,24,4.33,Occasional User
0afa463623af3467664de0761ed1dbaa,1068,Associate,2024-05,1,1,1,4.0,Occasional User
0afab98c310d22fd5d856701cadeeaa4,1286,Senior Associate,2024-05,7,4,9,4.14,Regular User
0b4c9829bbbb58b12d8d546a46daec77,1035,Junior Associate,2024-05,1,1,50,5.0,Occasional User
0b664704cdd7110931d118ab2b7ae843,1055,Associate,2024-05,1,1,1,5.0,Occasional User
0b753d4e5ab1e101748a81383aaa0417,1068,Junior Associate,2024-05,1,1,1,4.0,Occasional User
0b7990c9a4c377fc9d8109c23f9491b0,1080,Junior Associate,2024-05,3,2,8,3.67,Occasional User
0b828d7471faf18231a0390e5399862c,101169,Junior Associate,2024-05,4,2,45,4.5,Occasional User
0bc9313a197cd53b38190f26c0a93c8b,1050,Associate,2024-05,1,1,16,3.0,Occasional User
0bff1740d7ff7c293910e5bd92bcee4a,1055,Junior Associate,2024-05,1,1,19,5.0,Occasional User
0c0cf26d03a1d58ec8850f5258607204,1050,Junior Associate,2024-05,5,2,9,4.0,Occasional User
0c1e45db8dbb9cb1981a58b98d380602,1050,Associate,2024-05,2,1,42,4.0,Occasional User
0c4785075fbb5d0c7a12848b8a384390,1022,Junior Associate,2024-05,2,1,52,3.5,Occasional User
0c6393f1fe39c78bdd3fc1e03087998e,1040,Junior Associate,2024-05,3,3,58,4.33,Occasional User
0c666742fcf1ccaf21498d9502320433,101084,Associate,2024-05,1,1,31,5.0,Occasional User
0c670805c8a162c1d1267fefffcfb583,1068,Senior Associate,2024-05,4,1,5,4.25,Occasional User
0c7ffe779d2a440b0a2a63fdde7379be,1037,Junior Associate,2024-05,2,2,2,2.5,Occasional User
0c8837127de41183a3d16c9d753faf16,1069,Associate,2024-05,2,1,2,3.5,Occasional User
0ccf42ae97fae5ca61b05104fbebc993,1068,Associate,2024-05,3,2,5,4.67,Occasional User
0d2f274c7566a53ce3c02b7b4465be5e,1286,Senior Associate,2024-05,1,1,1,4.0,Occasional User
0d2ff6ba7bebbed8040194f2c4677926,101149,Junior Associate,2024-05,4,1,37,3.25,Occasional User
0d52ecbc4b61706ecd80d0cb4c0cdcf1,1069,Junior Associate,2024-05,2,2,2,4.0,Occasional User
0d6e56dc3f38619d877ccabf141c6ecd,1068,Senior Associate,2024-05,2,2,2,4.5,Occasional User
0d7ee5861f8efd24d184ef38fd9ff0b4,101146,Senior Associate,2024-05,6,5,12,3.83,Regular User
0d8e1636115373c1489ec310ff93bca4,1072,Senior Associate,2024-05,2,2,2,4.5,Occasional User
0d92b53acaa3a73bb8cf17c6ba82afec,1738,Associate,2024-05,2,1,64,4.5,Occasional User
0e04889657d166e1319d614203530b42,1069,Associate,2024-05,4,1,36,3.75,Occasional User
0e300d97f25e58f6ede59f6241495ff7,1050,Associate,2024-05,2,2,3,4.5,Occasional User
0e3eefd20aa5fca95eeeca8ee252d3b7,1738,Senior Associate,2024-05,20,9,97,4.15,Active User
0e56db4546837c3c35380bd7ae38c6f9,1068,Associate,2024-05,1,1,5,5.0,Occasional User
0f09a1b2509445382d75d9ab3b2181c8,101169,Partner,2024-05,1,1,1,5.0,Occasional User
0f0ee9bbfd9a5f93d8e9781156568d3e,1068,Junior Associate,2024-05,4,3,22,4.25,Occasional User
0f4cf0fe88d949df5dde84d5adda226f,1080,Senior Associate,2024-05,1,1,5,5.0,Occasional User
0f6a9225127b10d9df3aa7aff52ec3c0,1787,Junior Associate,2024-05,5,3,32,3.6,Regular User
0f6c4f5f8853d8c99e5880a3c6986dbd,1080,Junior Associate,2024-05,3,2,31,4.33,Occasional User
0f7c6e4d99b615aaa11083d139a74fbf,1738,Junior Associate,2024-05,1,1,6,5.0,Occasional User
0f90a4663d61b286f0428bb0ee6db10d,1286,Junior Associate,2024-05,1,1,1,5.0,Occasional User
0f91575f2faf0a1c8c661d45309a7854,1785,Partner,2024-05,1,1,1,3.0,Occasional User
0f9329d7784f6d7466b664444ff384ea,1063,Associate,2024-05,1,1,37,5.0,Occasional User
0fcfb78bfdbff5fa0175cec3a2e6eb60,1668,Junior Associate,2024-05,1,1,6,5.0,Occasional User
10056ba69249c45cccee0d8b01fc5781,101146,Associate,2024-05,1,1,1,5.0,Occasional User
101c0e0a89d81e970cf1d8e12a8a74eb,101169,Junior Associate,2024-05,2,1,6,3.0,Occasional User
10423fdf14f4452153d188f56a514b6f,1022,Junior Associate,2024-05,7,3,11,4.57,Regular User
105e61d8b1632417332f750dcf885976,1022,Senior Associate,2024-05,8,6,34,4.12,Regular User
109369e5e88fc7114ab87eb99c6183a3,1787,Senior Associate,2024-05,1,1,1,2.0,Occasional User
10cf807a4c3a6d9e986be0b22bc57562,1035,Junior Associate,2024-05,1,1,1,3.0,Occasional User
10e2659cf739c13347845e80f102ee59,1738,Junior Associate,2024-05,7,4,45,4.14,Regular User
1139ac9e2e06fd7b6b94a67ee08313a0,1040,Associate,2024-05,5,1,5,4.2,Occasional User
115ceccd016f9e69992ee24522ba5b9c,1738,Junior Associate,2024-05,1,1,1,5.0,Occasional User
11760da632ea584f4f21f14d8c0767ac,101169,Associate,2024-05,2,2,20,2.5,Occasional User
118145af55c4ccf709d2f69eeabf5129,1738,Senior Associate,2024-05,2,1,2,4.0,Occasional User
118594723c66903540737da16258f089,1068,Junior Associate,2024-05,1,1,13,4.0,Occasional User
11fcaf3c8cea2520e8b47d6b077ce8aa,101149,Associate,2024-05,2,2,15,3.0,Occasional User
11fdd116ad5e506d906b9b8bc52c6f84,1050,Senior Associate,2024-05,1,1,1,5.0,Occasional User
122b8ea1ed934ca3fe065fa26c2dec5e,1286,Associate,2024-05,3,3,47,4.67,Occasional User
12f5ffde717e5ba7af906c75646e92da,1785,Senior Associate,2024-05,1,1,1,3.0,Occasional User
133bb04e403e4bcaf31c83ca16b1a2da,1068,Associate,2024-05,5,3,56,4.2,Regular User
136c57195c61615c5291d035e9518c20,1068,Junior Associate,2024-05,14,8,128,4.0,Regular User
137201a508dded1b4ae2a73157a5377c,101169,Senior Associate,2024-05,2,2,12,3.5,Occasional User
13c0b161db0b26afc58927e0e278faf8,1063,Junior Associate,2024-05,7,5,102,4.29,Regular User
13d1c60cce816e522b0359574ac972ff,1050,Senior Associate,2024-05,3,1,3,5.0,Occasional User
13f21d8f8edef7d99204f47d77fddef6,1063,Junior Associate,2024-05,1,1,1,3.0,Occasional User
14231d04550cccb319ce2e2178ee3b5c,1055,Associate,2024-05,6,1,51,4.0,Occasional User
1437e97b339a3355733ebee92bd1d1c6,1068,Junior Associate,2024-05,16,8,166,4.06,Regular User
144496f3e1457781b4978f26f2af1771,1068,Partner,2024-05,2,2,47,4.0,Occasional User
144c67eab7f89fba4e86739cc94089f5,1037,Junior Associate,2024-05,3,3,5,4.67,Occasional User
1458f42ef7ca5576da06276c256cb401,1050,Junior Associate,2024-05,2,2,22,3.5,Occasional User
1476fdc137f25de4cd7ff4746b273852,1065,Senior Associate,2024-05,3,1,3,4.33,Occasional User
14a45c72ff4470c93d719881908dbb29,1073,Junior Associate,2024-05,3,1,3,4.67,Occasional User
14b465270604f264bfab4c0ce0c4fee0,1673,Junior Associate,2024-05,2,2,11,3.5,Occasional User
14be8f8efd21525ab5f89bdd52491f57,1068,Senior Associate,2024-05,1,1,1,2.0,Occasional User
14d578a57fa0cbc314ad7befff39f5f5,1072,Junior Associate,2024-05,15,10,98,4.4,Regular User
14ee5dc6781d15d0b09fcbe14bf4bcfc,1787,Junior Associate,2024-05,2,1,23,3.0,Occasional User
1505e0f240dc3429b02616c0a0d57a75,1068,Associate,2024-05,5,4,63,4.4,Regular User
151f21a5ce2ec136783618c656337052,1069,Associate,2024-05,7,4,11,3.29,Regular User
1537e57fcf8f7e1009000fa352d717b2,1286,Junior Associate,2024-05,1,1,1,4.0,Occasional User
1557fe1741810dc1f75168a4d61bf710,1050,Junior Associate,2024-05,2,1,2,3.5,Occasional User
15782616b95a69de8c60ccb95195d31e,1037,Junior Associate,2024-05,4,3,4,3.25,Occasional User
15cf23ce4e2b230d31ea4faa303aeaa0,1787,Senior Associate,2024-05,10,6,56,4.4,Regular User
15d11077720e1b0f9aa4bff1cab12994,1222,Senior Associate,2024-05,4,4,5,3.75,Occasional User
1604b3bc60006d9badc8fff20310fe9a,1787,Associate,2024-05,2,2,2,3.0,Occasional User
16154b38a57123503ecae78b8b38d768,1068,Associate,2024-05,3,3,31,4.67,Occasional User
167fc4ac30fa5d1e9520b98a7e6fdb9f,1738,Junior Associate,2024-05,1,1,3,4.0,Occasional User
16a61ef7873b02cfcfc60d1f092f42eb,101146,Associate,2024-05,1,1,1,5.0,Occasional User
16cd58af0f152dc71940abac3fae0da5,1065,Junior Associate,2024-05,12,8,72,3.75,Regular User
17387705b6e58a7fb7e723c4bf1e8cf2,1787,Junior Associate,2024-05,17,5,137,4.24,Regular User
173905092fd1449c03478e22070a1486,1068,Senior Associate,2024-05,2,1,2,4.0,Occasional User
174bd2f523f66472bca455c5b353d66b,1787,Senior Associate,2024-05,9,4,84,4.33,Regular User
174df94363429ca5074900ee235f2ac4,1063,Senior Associate,2024-05,1,1,9,4.0,Occasional User
1766d72f20460c75ccef90267d24fe56,1080,Junior Associate,2024-05,6,2,38,3.5,Occasional User
176dcc41b9d3b556b5e283d5fccfe459,1065,Senior Associate,2024-05,13,10,107,3.69,Regular User
1784f7c43a7fb6938392de12f77285c1,101084,Junior Associate,2024-05,1,1,31,4.0,Occasional User
17d118cc9cc3cd89e8202910ea82cda2,1063,Junior Associate,2024-05,5,4,51,4.6,Regular User
17e24eb874d5eb47a7e376dc5b04948c,1068,Junior Associate,2024-05,2,2,40,5.0,Occasional User
180dc5f75bfc9a66bfa5e40cd8a53683,1037,Junior Associate,2024-05,10,8,105,4.4,Regular User
1849235c3fe3f76dde0023ffb4126b16,1785,Associate,2024-05,3,1,3,3.33,Occasional User
1873c6a7c9df3c9e5947fc3a0f4f6488,1050,Senior Associate,2024-05,1,1,1,5.0,Occasional User
18af48784b9a30b030e561d4b8865dcb,1050,Senior Associate,2024-05,3,3,36,4.33,Occasional User
18c1dcc7ff1fda5b1bf7f7f9e11f5873,1024,Senior Associate,2024-05,1,1,34,4.0,Occasional User
18fddb9c83f3c7183ff6118dd2790a2d,1037,Junior Associate,2024-05,2,2,3,5.0,Occasional User
194dd7d82ebd8d217814d7de23b5989c,101146,Junior Associate,2024-05,11,7,204,4.36,Regular User
19521630e53c34f0cd0b81903cadd91e,1063,Junior Associate,2024-05,1,1,1,4.0,Occasional User
195466a4cc7f1811a2f6c4e1cc433328,101084,Senior Associate,2024-05,1,1,2,4.0,Occasional User
1973883d909c7ae334f87d3f4de5eb14,1037,Senior Associate,2024-05,17,10,169,4.18,Regular User
197e6f431572b912c233ccf02a1be5da,1068,Associate,2024-05,2,1,2,4.5,Occasional User
197f39ac060bb18baf319fa8173f3083,1069,Junior Associate,2024-05,1,1,9,4.0,Occasional User
199f0d2eea6467c29699b2a5cfd15555,1050,Junior Associate,2024-05,1,1,1,4.0,Occasional User
19aa17efb86266fe4f08a6f6fc730488,1658,Associate,2024-05,47,13,536,3.98,Active User
19cc47023c2de2db1dc45bcd67666b45,1738,Junior Associate,2024-05,7,5,53,4.71,Regular User
19d0dd8a99d4aea71f58283a3a79c408,1068,Senior Associate,2024-05,2,2,34,1.0,Occasional User
1a2546973b44cb2b4c43d63233ccc909,1068,Junior Associate,2024-05,2,2,2,4.5,Occasional User
1a75bb36873b8f8d9e470334141237b0,1738,Junior Associate,2024-05,5,2,99,4.2,Occasional User
1a7ce075df5a39cf0d80d014a796d853,1668,Senior Associate,2024-05,2,2,2,4.0,Occasional User
1ace1eecc986ac87ee41a5cfc8fc4986,1068,Junior Associate,2024-05,2,1,46,2.5,Occasional User
1b8ae1af9882b0d154a69a30f03cf4bf,1068,Junior Associate,2024-05,5,3,6,3.0,Regular User
1bb2e2100e66a5d322d3faa2244ce31e,1068,Senior Associate,2024-05,5,3,6,4.2,Regular User
1bcffb4e1dfcb1263285193b858f9667,1738,Partner,2024-05,1,1,1,3.0,Occasional User
1bd4dcc45548694638fb12c7064959be,1022,Associate,2024-05,3,1,18,5.0,Occasional User
1be5b4dd4b20e5afc515ac9c7c29fd88,1050,Junior Associate,2024-05,3,3,41,3.33,Occasional User
1c1a6e958ce40f85604de80598163490,1072,Junior Associate,2024-05,2,2,32,4.5,Occasional User
1c62f507efa23391095caa05cbca4123,1037,Senior Associate,2024-05,2,1,11,4.0,Occasional User
1c7930b96522fb8b6c1240cb9bef494c,1050,Associate,2024-05,1,1,1,4.0,Occasional User
1c9968967c9593786aee42063dc5e11f,1106,Junior Associate,2024-05,2,2,27,4.0,Occasional User
1ccacca0017f359a7743b5e5a4683c2a,1738,Associate,2024-05,2,1,24,4.5,Occasional User
1d0d9cb16fccd3784f1164ef5172e187,1050,Senior Associate,2024-05,3,3,3,3.33,Occasional User
1d374f68fceea322d0d4bb4f2e35b6fb,101146,Senior Associate,2024-05,1,1,25,4.0,Occasional User
1d608a578d2d6bd79ec8963a3fee2298,1075,Junior Associate,2024-05,2,2,28,4.5,Occasional User
1d8095256c8e34e7bedf8797082f39a0,1785,Associate,2024-05,1,1,1,5.0,Occasional User
1dde12741b4250f15fb74ebe010d9b84,1035,Junior Associate,2024-05,5,4,54,4.6,Regular User
1de77c951a54dc24c405cfe03a917b36,1068,Junior Associate,2024-05,7,5,11,4.0,Regular User
1e39fa71c609bd6745cd6f20f8514462,1068,Junior Associate,2024-05,3,2,3,4.67,Occasional User
1e3c20df6e0fb5d2e63184a2ea127c36,1068,Associate,2024-05,4,3,13,4.5,Occasional User
1e590663c2c2381e42dd11e4a9ea3a60,1063,Senior Associate,2024-05,3,3,3,4.67,Occasional User
1e5cdd2ce85dc3fa101f577e645a9434,1738,Junior Associate,2024-05,2,2,11,4.0,Occasional User
1e9ac57784714bfab5f14e503c99d42c,1673,Junior Associate,2024-05,1,1,1,5.0,Occasional User
1ea3d08de3009a737af6da57090fd762,1069,Junior Associate,2024-05,1,1,1,5.0,Occasional User
1eaa2ed63ef808c2632e397c19073468,1075,Junior Associate,2024-05,3,2,29,2.0,Occasional User
1ed626269018bcedbd80674e5bf4010e,1050,Junior Associate,2024-05,1,1,1,4.0,Occasional User
1ef5307e26e1ada42a3cc2ab55c5ef96,1658,Junior Associate,2024-05,10,5,55,4.1,Regular User
1ef6cd5e982abb2e4edc85d61065ba57,101146,Junior Associate,2024-05,3,3,3,4.33,Occasional User
1f1864a848b187528daf99a158639258,1040,Junior Associate,2024-05,1,1,7,4.0,Occasional User
1f420aefb6f52a6c80cb485e38919e34,1068,Associate,2024-05,1,1,6,5.0,Occasional User
1f52e84a97811c8a174680f03baaf098,1738,Junior Associate,2024-05,1,1,1,4.0,Occasional User
1f7c6c8046fa4e5e54be0e3da16bb8e9,1040,Junior Associate,2024-05,2,1,37,5.0,Occasional User
1fe56fcd9b1db04d4183d7f1da1ceabb,101084,Partner,2024-05,1,1,1,4.0,Occasional User
2004964abf41b5a8ccd2fa0834bdb515,1072,Junior Associate,2024-05,1,1,35,5.0,Occasional User
2006e9a30fd3ee48ca6c47b783085012,1787,Associate,2024-05,1,1,1,4.0,Occasional User
200859db029539afa3d1dd46477184ca,101084,Junior Associate,2024-05,10,4,130,3.8,Regular User
20211254acf22c55d7118fd6ca78806f,1222,Associate,2024-05,3,2,65,4.0,Occasional User
2059d9723785fe742ee46c1351f48290,1106,Associate,2024-05,1,1,1,4.0,Occasional User
20974ccfb8952c41a399a24fa6da6c31,1068,Associate,2024-05,4,3,18,4.75,Occasional User
20e1648f1a31cec14c79b4436d624307,1063,Associate,2024-05,3,2,13,3.67,Occasional User
20f0dfe2e36efef194258e3556fa937f,1037,Associate,2024-05,2,2,24,4.5,Occasional User
2115aec31102a88ba9639a5cad9cad2d,1076,Senior Associate,2024-05,1,1,1,4.0,Occasional User
21330cec7823df833d1478337caffa50,1787,Associate,2024-05,2,2,83,4.0,Occasional User
213e8bfc7902f9d1d004cb61aeb3e322,1738,Junior Associate,2024-05,3,2,32,3.33,Occasional User
2140143e52b4c5d116c91a1bf5bb2654,101084,Senior Associate,2024-05,2,1,3,4.0,Occasional User
2161ea78612ae6481aa24c936a76c396,101084,Senior Associate,2024-05,5,5,21,4.2,Regular User
21abb80717a7f00fff2a0220d78582ac,1055,Associate,2024-05,1,1,1,5.0,Occasional User
21f2c4ede119194b0d1fde238f1dc6c6,1286,Associate,2024-05,4,2,4,4.0,Occasional User
220c6e5becdc7b5524ce1ac67a72a7c2,101146,Senior Associate,2024-05,1,1,1,5.0,Occasional User
228adb669b56c47553028eb3cd601894,1286,Associate,2024-05,1,1,24,3.0,Occasional User
22d8289eab4b2774d9b50f9102d8be07,1286,Junior Associate,2024-05,4,2,65,3.75,Occasional User
2325e1f811b10a0675458dc70234d118,101084,Junior Associate,2024-05,1,1,1,5.0,Occasional User
234f444b78b071877c5c24872e6ecf8a,1080,Associate,2024-05,1,1,1,5.0,Occasional User
23798711fe09ba3211d9a94f99105285,1668,Junior Associate,2024-05,1,1,34,5.0,Occasional User
238166ae01cf6b50c4e40512716ac31d,1022,Junior Associate,2024-05,1,1,35,4.0,Occasional User
239400178a776d579b0edc1c6e71fe49,1024,Junior Associate,2024-05,4,1,33,4.5,Occasional User
23c946c76373c78a37d5853823fc8b98,1037,Junior Associate,2024-05,2,1,14,4.5,Occasional User
240dbdd9062cee71f3b4c7d0b7ddf49f,101084,Associate,2024-05,2,1,12,4.5,Occasional User
247fc5570015b86aa67ef7ff5ae2afcc,101084,Junior Associate,2024-05,8,5,18,4.38,Regular User
249f1fd493f21a88bc133dfdb486e1b3,101146,Senior Associate,2024-05,1,1,33,5.0,Occasional User
251692294a2878d26060dffa29a81f31,1068,Junior Associate,2024-05,1,1,1,4.0,Occasional User
251dd43c831c85363843dead2b0520b3,1080,Junior Associate,2024-05,8,5,151,4.38,Regular User
25258d08c8621746acbbd2b50137412c,1068,Junior Associate,2024-05,2,2,2,3.5,Occasional User
254e1e776dc37fc526b0f8a29bd4c9e8,1050,Associate,2024-05,8,3,80,4.25,Regular User
256574adeeab06648563455ba245eccd,1738,Junior Associate,2024-05,5,3,49,3.6,Regular User
257ad1ff18a53f586105b5f2134c6229,1073,Associate,2024-05,26,13,261,3.88,Active User
25925abcf095d786bbc006340c88356b,1068,Senior Associate,2024-05,1,1,46,4.0,Occasional User
25b80aa97db73d0391e97d94c8ebc889,1658,Partner,2024-05,2,1,2,4.0,Occasional User
25c2ffb28ad1c0b19b5b8d841024aa45,1668,Associate,2024-05,12,4,47,4.08,Regular User
25c3cfb0d1ecbbfd419aa8316fbd5a88,1072,Junior Associate,2024-05,2,2,17,4.0,Occasional User
263de5b77b72b1e041ce01312463ca5c,1785,Junior Associate,2024-05,2,2,2,3.5,Occasional User
26435d05ca06dc0f17710fd7f9544e65,1068,Junior Associate,2024-05,18,8,129,3.78,Regular User
264ca955ce0c9205b7dcaacc5b73b048,1106,Junior Associate,2024-05,1,1,1,4.0,Occasional User
2651e33e2e8941d34e84b91f796a8af5,1037,Junior Associate,2024-05,1,1,36,4.0,Occasional User
265543c77506e28401b13dd03ce46deb,1076,Associate,2024-05,1,1,25,4.0,Occasional User
267e399231c459aa0a577d3d208e88e4,1050,Associate,2024-05,1,1,1,5.0,Occasional User
26af8143e98e035f0d9b7d92f9a9b205,1069,Senior Associate,2024-05,2,1,10,4.5,Occasional User
26b018892f45e0c800338edf71fe63be,1286,Partner,2024-05,1,1,1,4.0,Occasional User
26de405529610aad838fb81cd11bdac5,1072,Partner,2024-05,2,1,40,4.0,Occasional User
26f157fdb1845c6b357b1193a6893b7d,1106,Junior Associate,2024-05,1,1,1,4.0,Occasional User
26f89b8cdd8b4049f46396636e38d60b,1063,Junior Associate,2024-05,3,2,86,5.0,Occasional User
272de62496eae2d88fc89da6168116e2,1068,Associate,2024-05,2,1,5,4.5,Occasional User
2736dc71e443bbe5d4445a59e3ab0815,1068,Junior Associate,2024-05,2,1,2,4.0,Occasional User
273751638d5791c16caf2e7b62f2ca10,1024,Junior Associate,2024-05,1,1,33,5.0,Occasional User
27528ab0088ac60f64ec9d7b8b88e5a9,1072,Associate,2024-05,5,2,54,4.6,Occasional User
275875890378d97f452b1198151c89ed,1063,Junior Associate,2024-05,4,2,34,4.0,Occasional User
275d9ace86c8e2b2c3eeee03e8b88b58,1075,Junior Associate,2024-05,3,3,84,5.0,Occasional User
27603f5f7d2fb380c9a9f5973c724899,1063,Junior Associate,2024-05,2,2,2,5.0,Occasional User
27a29655e9a8089849aa6d98505f4ad5,1065,Partner,2024-05,2,2,2,5.0,Occasional User
27a5573293497accacedf49a9168c853,1286,Junior Associate,2024-05,2,2,2,5.0,Occasional User
27b2c3ad36d86220273b2b4a018de87c,101149,Senior Associate,2024-05,4,3,5,4.25,Occasional User
27c3bc577aa1a9f7c236cb2d8f617519,1037,Junior Associate,2024-05,17,7,214,4.24,Regular User
27e0da0f2933a48c5e4e1b8c1fea1c49,1022,Junior Associate,2024-05,9,5,86,4.11,Regular User
27f3a2d15865b754ac526bb2342091f9,1068,Junior Associate,2024-05,1,1,1,5.0,Occasional User
280725151d50aadeb6ee98242bf7c1b4,1673,Associate,2024-05,6,5,26,4.67,Regular User
