user_id,cohort_month,user_title,months_since_signup,is_retained,events_count,active_days
3464d8fac8b63b762d303d197e4003ac,2023-11,Junior Associate,3,0,0,0
3464d8fac8b63b762d303d197e4003ac,2023-11,Junior Associate,4,0,0,0
3464d8fac8b63b762d303d197e4003ac,2023-11,Junior Associate,5,0,0,0
e446ae65fa990d09753bedc60e066baf,2023-08,Senior Associate,0,0,0,0
e446ae65fa990d09753bedc60e066baf,2023-08,Senior Associate,1,0,0,0
e446ae65fa990d09753bedc60e066baf,2023-08,Senior Associate,2,0,0,0
e446ae65fa990d09753bedc60e066baf,2023-08,Senior Associate,3,0,0,0
e446ae65fa990d09753bedc60e066baf,2023-08,Senior Associate,4,0,0,0
e446ae65fa990d09753bedc60e066baf,2023-08,Senior Associate,5,0,0,0
80c35d327cff501029dd3d67ffada22a,2023-08,Junior Associate,0,0,0,0
80c35d327cff501029dd3d67ffada22a,2023-08,Junior Associate,1,0,0,0
80c35d327cff501029dd3d67ffada22a,2023-08,Junior Associate,2,0,0,0
80c35d327cff501029dd3d67ffada22a,2023-08,Junior Associate,3,0,0,0
80c35d327cff501029dd3d67ffada22a,2023-08,Junior Associate,4,0,0,0
80c35d327cff501029dd3d67ffada22a,2023-08,Junior Associate,5,0,0,0
f6284bcb39995ca6c3d3deb22070d698,2023-08,Associate,0,0,0,0
f6284bcb39995ca6c3d3deb22070d698,2023-08,Associate,1,0,0,0
f6284bcb39995ca6c3d3deb22070d698,2023-08,Associate,2,0,0,0
f6284bcb39995ca6c3d3deb22070d698,2023-08,Associate,3,0,0,0
f6284bcb39995ca6c3d3deb22070d698,2023-08,Associate,4,0,0,0
f6284bcb39995ca6c3d3deb22070d698,2023-08,Associate,5,0,0,0
310f712edbc93bf5f39193381b032624,2024-01,Senior Associate,0,0,0,0
310f712edbc93bf5f39193381b032624,2024-01,Senior Associate,1,0,0,0
310f712edbc93bf5f39193381b032624,2024-01,Senior Associate,2,0,0,0
310f712edbc93bf5f39193381b032624,2024-01,Senior Associate,3,0,0,0
310f712edbc93bf5f39193381b032624,2024-01,Senior Associate,4,0,0,0
310f712edbc93bf5f39193381b032624,2024-01,Senior Associate,5,1,4,3
c8b9860bf3be1c72dbfefa41cc8c1185,2023-08,Associate,0,0,0,0
c8b9860bf3be1c72dbfefa41cc8c1185,2023-08,Associate,1,0,0,0
c8b9860bf3be1c72dbfefa41cc8c1185,2023-08,Associate,2,0,0,0
c8b9860bf3be1c72dbfefa41cc8c1185,2023-08,Associate,3,0,0,0
c8b9860bf3be1c72dbfefa41cc8c1185,2023-08,Associate,4,0,0,0
c8b9860bf3be1c72dbfefa41cc8c1185,2023-08,Associate,5,0,0,0
ce964fce56c052a98dee122cb12e51d7,2024-01,Senior Associate,0,0,0,0
ce964fce56c052a98dee122cb12e51d7,2024-01,Senior Associate,1,0,0,0
ce964fce56c052a98dee122cb12e51d7,2024-01,Senior Associate,2,0,0,0
ce964fce56c052a98dee122cb12e51d7,2024-01,Senior Associate,3,0,0,0
ce964fce56c052a98dee122cb12e51d7,2024-01,Senior Associate,4,0,0,0
ce964fce56c052a98dee122cb12e51d7,2024-01,Senior Associate,5,1,4,3
4c8f5f6bc2973ba2ccec5c144365b99c,2023-11,Junior Associate,0,0,0,0
4c8f5f6bc2973ba2ccec5c144365b99c,2023-11,Junior Associate,1,0,0,0
4c8f5f6bc2973ba2ccec5c144365b99c,2023-11,Junior Associate,2,0,0,0
4c8f5f6bc2973ba2ccec5c144365b99c,2023-11,Junior Associate,3,0,0,0
4c8f5f6bc2973ba2ccec5c144365b99c,2023-11,Junior Associate,4,0,0,0
4c8f5f6bc2973ba2ccec5c144365b99c,2023-11,Junior Associate,5,0,0,0
84b60eee656234a22e813a45194525cd,2023-07,Junior Associate,0,0,0,0
84b60eee656234a22e813a45194525cd,2023-07,Junior Associate,1,0,0,0
84b60eee656234a22e813a45194525cd,2023-07,Junior Associate,2,0,0,0
84b60eee656234a22e813a45194525cd,2023-07,Junior Associate,3,0,0,0
84b60eee656234a22e813a45194525cd,2023-07,Junior Associate,4,0,0,0
84b60eee656234a22e813a45194525cd,2023-07,Junior Associate,5,0,0,0
be2ba620aeb42baf6366a0bacef3cbb3,2024-01,Junior Associate,0,0,0,0
be2ba620aeb42baf6366a0bacef3cbb3,2024-01,Junior Associate,1,0,0,0
be2ba620aeb42baf6366a0bacef3cbb3,2024-01,Junior Associate,2,0,0,0
be2ba620aeb42baf6366a0bacef3cbb3,2024-01,Junior Associate,3,0,0,0
be2ba620aeb42baf6366a0bacef3cbb3,2024-01,Junior Associate,4,0,0,0
be2ba620aeb42baf6366a0bacef3cbb3,2024-01,Junior Associate,5,1,1,1
a55325151862fef9f6d3ae0f90c46835,2023-08,Partner,0,0,0,0
a55325151862fef9f6d3ae0f90c46835,2023-08,Partner,1,0,0,0
a55325151862fef9f6d3ae0f90c46835,2023-08,Partner,2,0,0,0
a55325151862fef9f6d3ae0f90c46835,2023-08,Partner,3,0,0,0
a55325151862fef9f6d3ae0f90c46835,2023-08,Partner,4,0,0,0
a55325151862fef9f6d3ae0f90c46835,2023-08,Partner,5,0,0,0
de6472538ab32d29d359252d4e6b844c,2023-08,Junior Associate,0,0,0,0
de6472538ab32d29d359252d4e6b844c,2023-08,Junior Associate,1,0,0,0
de6472538ab32d29d359252d4e6b844c,2023-08,Junior Associate,2,0,0,0
de6472538ab32d29d359252d4e6b844c,2023-08,Junior Associate,3,0,0,0
de6472538ab32d29d359252d4e6b844c,2023-08,Junior Associate,4,0,0,0
de6472538ab32d29d359252d4e6b844c,2023-08,Junior Associate,5,0,0,0
cedfcb6382956fb2d6e4f094ae787fcd,2023-12,Junior Associate,0,0,0,0
cedfcb6382956fb2d6e4f094ae787fcd,2023-12,Junior Associate,1,0,0,0
cedfcb6382956fb2d6e4f094ae787fcd,2023-12,Junior Associate,2,0,0,0
cedfcb6382956fb2d6e4f094ae787fcd,2023-12,Junior Associate,3,0,0,0
cedfcb6382956fb2d6e4f094ae787fcd,2023-12,Junior Associate,4,1,7,3
cedfcb6382956fb2d6e4f094ae787fcd,2023-12,Junior Associate,5,1,4,3
bd793f3b4d021c4183944e097550ba95,2023-08,Junior Associate,0,0,0,0
bd793f3b4d021c4183944e097550ba95,2023-08,Junior Associate,1,0,0,0
bd793f3b4d021c4183944e097550ba95,2023-08,Junior Associate,2,0,0,0
bd793f3b4d021c4183944e097550ba95,2023-08,Junior Associate,3,0,0,0
bd793f3b4d021c4183944e097550ba95,2023-08,Junior Associate,4,0,0,0
bd793f3b4d021c4183944e097550ba95,2023-08,Junior Associate,5,0,0,0
b089d09c36074be6a6a364ca4e94aabb,2024-01,Junior Associate,0,0,0,0
b089d09c36074be6a6a364ca4e94aabb,2024-01,Junior Associate,1,0,0,0
b089d09c36074be6a6a364ca4e94aabb,2024-01,Junior Associate,2,0,0,0
b089d09c36074be6a6a364ca4e94aabb,2024-01,Junior Associate,3,0,0,0
b089d09c36074be6a6a364ca4e94aabb,2024-01,Junior Associate,4,1,3,3
b089d09c36074be6a6a364ca4e94aabb,2024-01,Junior Associate,5,1,8,5
903c3977aa3f3463b2d15b51331f77ca,2023-08,Junior Associate,0,0,0,0
903c3977aa3f3463b2d15b51331f77ca,2023-08,Junior Associate,1,0,0,0
903c3977aa3f3463b2d15b51331f77ca,2023-08,Junior Associate,2,0,0,0
903c3977aa3f3463b2d15b51331f77ca,2023-08,Junior Associate,3,0,0,0
903c3977aa3f3463b2d15b51331f77ca,2023-08,Junior Associate,4,0,0,0
903c3977aa3f3463b2d15b51331f77ca,2023-08,Junior Associate,5,0,0,0
da04a13dcb048e98df4c1d0525e32c0d,2023-08,Junior Associate,0,0,0,0
da04a13dcb048e98df4c1d0525e32c0d,2023-08,Junior Associate,1,0,0,0
da04a13dcb048e98df4c1d0525e32c0d,2023-08,Junior Associate,2,0,0,0
da04a13dcb048e98df4c1d0525e32c0d,2023-08,Junior Associate,3,0,0,0
da04a13dcb048e98df4c1d0525e32c0d,2023-08,Junior Associate,4,0,0,0
da04a13dcb048e98df4c1d0525e32c0d,2023-08,Junior Associate,5,0,0,0
d7283a0ca9545b58ad482d2196d85cfc,2023-11,Associate,0,0,0,0
d7283a0ca9545b58ad482d2196d85cfc,2023-11,Associate,1,0,0,0
d7283a0ca9545b58ad482d2196d85cfc,2023-11,Associate,2,0,0,0
d7283a0ca9545b58ad482d2196d85cfc,2023-11,Associate,3,0,0,0
d7283a0ca9545b58ad482d2196d85cfc,2023-11,Associate,4,0,0,0
d7283a0ca9545b58ad482d2196d85cfc,2023-11,Associate,5,1,2,1
efb20c5967407b65610bb3aa69834b18,2023-08,Junior Associate,0,0,0,0
efb20c5967407b65610bb3aa69834b18,2023-08,Junior Associate,1,0,0,0
efb20c5967407b65610bb3aa69834b18,2023-08,Junior Associate,2,0,0,0
efb20c5967407b65610bb3aa69834b18,2023-08,Junior Associate,3,0,0,0
efb20c5967407b65610bb3aa69834b18,2023-08,Junior Associate,4,0,0,0
efb20c5967407b65610bb3aa69834b18,2023-08,Junior Associate,5,0,0,0
e0fbcc92a84d55d4e3615d59f08f5608,2023-11,Associate,0,0,0,0
e0fbcc92a84d55d4e3615d59f08f5608,2023-11,Associate,1,0,0,0
e0fbcc92a84d55d4e3615d59f08f5608,2023-11,Associate,2,0,0,0
e0fbcc92a84d55d4e3615d59f08f5608,2023-11,Associate,3,0,0,0
e0fbcc92a84d55d4e3615d59f08f5608,2023-11,Associate,4,0,0,0
e0fbcc92a84d55d4e3615d59f08f5608,2023-11,Associate,5,1,19,6
c8a06f5b1755447ae58a55ba29621e20,2024-01,Associate,0,0,0,0
c8a06f5b1755447ae58a55ba29621e20,2024-01,Associate,1,0,0,0
c8a06f5b1755447ae58a55ba29621e20,2024-01,Associate,2,0,0,0
c8a06f5b1755447ae58a55ba29621e20,2024-01,Associate,3,0,0,0
c8a06f5b1755447ae58a55ba29621e20,2024-01,Associate,4,1,2,2
c8a06f5b1755447ae58a55ba29621e20,2024-01,Associate,5,1,15,8
75038119e28f55339da8811b36af0033,2023-11,Associate,0,0,0,0
75038119e28f55339da8811b36af0033,2023-11,Associate,1,0,0,0
75038119e28f55339da8811b36af0033,2023-11,Associate,2,0,0,0
75038119e28f55339da8811b36af0033,2023-11,Associate,3,0,0,0
75038119e28f55339da8811b36af0033,2023-11,Associate,4,0,0,0
75038119e28f55339da8811b36af0033,2023-11,Associate,5,0,0,0
5eab149429cfcc2c265303358cfd9b20,2024-01,Senior Associate,0,0,0,0
5eab149429cfcc2c265303358cfd9b20,2024-01,Senior Associate,1,0,0,0
5eab149429cfcc2c265303358cfd9b20,2024-01,Senior Associate,2,0,0,0
5eab149429cfcc2c265303358cfd9b20,2024-01,Senior Associate,3,0,0,0
5eab149429cfcc2c265303358cfd9b20,2024-01,Senior Associate,4,0,0,0
5eab149429cfcc2c265303358cfd9b20,2024-01,Senior Associate,5,1,4,3
ab3eaff7aa3aa1ea874e1850a2b64493,2023-11,Senior Associate,0,0,0,0
ab3eaff7aa3aa1ea874e1850a2b64493,2023-11,Senior Associate,1,0,0,0
ab3eaff7aa3aa1ea874e1850a2b64493,2023-11,Senior Associate,2,0,0,0
ab3eaff7aa3aa1ea874e1850a2b64493,2023-11,Senior Associate,3,0,0,0
ab3eaff7aa3aa1ea874e1850a2b64493,2023-11,Senior Associate,4,0,0,0
ab3eaff7aa3aa1ea874e1850a2b64493,2023-11,Senior Associate,5,1,3,2
f7ffe8e547fc7cc070e1f9138d72b2d6,2023-11,Partner,0,0,0,0
f7ffe8e547fc7cc070e1f9138d72b2d6,2023-11,Partner,1,0,0,0
f7ffe8e547fc7cc070e1f9138d72b2d6,2023-11,Partner,2,0,0,0
f7ffe8e547fc7cc070e1f9138d72b2d6,2023-11,Partner,3,0,0,0
f7ffe8e547fc7cc070e1f9138d72b2d6,2023-11,Partner,4,0,0,0
f7ffe8e547fc7cc070e1f9138d72b2d6,2023-11,Partner,5,1,2,1
be02483b03ea0e17a985c3d08a5f9a46,2023-08,Associate,0,0,0,0
be02483b03ea0e17a985c3d08a5f9a46,2023-08,Associate,1,0,0,0
be02483b03ea0e17a985c3d08a5f9a46,2023-08,Associate,2,0,0,0
be02483b03ea0e17a985c3d08a5f9a46,2023-08,Associate,3,0,0,0
be02483b03ea0e17a985c3d08a5f9a46,2023-08,Associate,4,0,0,0
be02483b03ea0e17a985c3d08a5f9a46,2023-08,Associate,5,0,0,0
0843d78e7d5381269f010b1330575155,2024-01,Senior Associate,0,0,0,0
0843d78e7d5381269f010b1330575155,2024-01,Senior Associate,1,0,0,0
0843d78e7d5381269f010b1330575155,2024-01,Senior Associate,2,0,0,0
0843d78e7d5381269f010b1330575155,2024-01,Senior Associate,3,0,0,0
0843d78e7d5381269f010b1330575155,2024-01,Senior Associate,4,0,0,0
0843d78e7d5381269f010b1330575155,2024-01,Senior Associate,5,1,3,2
7669b7eec3a54a467d676f126909e916,2023-08,Junior Associate,0,0,0,0
7669b7eec3a54a467d676f126909e916,2023-08,Junior Associate,1,0,0,0
7669b7eec3a54a467d676f126909e916,2023-08,Junior Associate,2,0,0,0
7669b7eec3a54a467d676f126909e916,2023-08,Junior Associate,3,0,0,0
7669b7eec3a54a467d676f126909e916,2023-08,Junior Associate,4,0,0,0
7669b7eec3a54a467d676f126909e916,2023-08,Junior Associate,5,0,0,0
a57b173ffe21ddd9873cc144ce8482f4,2024-01,Junior Associate,0,0,0,0
a57b173ffe21ddd9873cc144ce8482f4,2024-01,Junior Associate,1,0,0,0
a57b173ffe21ddd9873cc144ce8482f4,2024-01,Junior Associate,2,0,0,0
a57b173ffe21ddd9873cc144ce8482f4,2024-01,Junior Associate,3,0,0,0
a57b173ffe21ddd9873cc144ce8482f4,2024-01,Junior Associate,4,1,5,2
a57b173ffe21ddd9873cc144ce8482f4,2024-01,Junior Associate,5,1,3,2
f93884e126f6addb3e62e4e7cf5acd3f,2023-08,Partner,0,0,0,0
f93884e126f6addb3e62e4e7cf5acd3f,2023-08,Partner,1,0,0,0
f93884e126f6addb3e62e4e7cf5acd3f,2023-08,Partner,2,0,0,0
f93884e126f6addb3e62e4e7cf5acd3f,2023-08,Partner,3,0,0,0
f93884e126f6addb3e62e4e7cf5acd3f,2023-08,Partner,4,0,0,0
f93884e126f6addb3e62e4e7cf5acd3f,2023-08,Partner,5,0,0,0
f321a57fbf1a301bc5a3ac63d5e715d1,2024-01,Junior Associate,0,0,0,0
f321a57fbf1a301bc5a3ac63d5e715d1,2024-01,Junior Associate,1,0,0,0
f321a57fbf1a301bc5a3ac63d5e715d1,2024-01,Junior Associate,2,0,0,0
f321a57fbf1a301bc5a3ac63d5e715d1,2024-01,Junior Associate,3,0,0,0
f321a57fbf1a301bc5a3ac63d5e715d1,2024-01,Junior Associate,4,0,0,0
f321a57fbf1a301bc5a3ac63d5e715d1,2024-01,Junior Associate,5,1,3,2
531aad38efb1bf746613d1f690e9e73f,2023-08,Junior Associate,0,0,0,0
531aad38efb1bf746613d1f690e9e73f,2023-08,Junior Associate,1,0,0,0
531aad38efb1bf746613d1f690e9e73f,2023-08,Junior Associate,2,0,0,0
531aad38efb1bf746613d1f690e9e73f,2023-08,Junior Associate,3,0,0,0
531aad38efb1bf746613d1f690e9e73f,2023-08,Junior Associate,4,0,0,0
531aad38efb1bf746613d1f690e9e73f,2023-08,Junior Associate,5,0,0,0
75fcb1edf82fd4aef3e831622e260597,2023-08,Junior Associate,0,0,0,0
75fcb1edf82fd4aef3e831622e260597,2023-08,Junior Associate,1,0,0,0
75fcb1edf82fd4aef3e831622e260597,2023-08,Junior Associate,2,0,0,0
75fcb1edf82fd4aef3e831622e260597,2023-08,Junior Associate,3,0,0,0
75fcb1edf82fd4aef3e831622e260597,2023-08,Junior Associate,4,0,0,0
75fcb1edf82fd4aef3e831622e260597,2023-08,Junior Associate,5,0,0,0
4815cb674509cd152f571b186c2e9745,2023-11,Junior Associate,0,0,0,0
4815cb674509cd152f571b186c2e9745,2023-11,Junior Associate,1,0,0,0
4815cb674509cd152f571b186c2e9745,2023-11,Junior Associate,2,0,0,0
4815cb674509cd152f571b186c2e9745,2023-11,Junior Associate,3,0,0,0
4815cb674509cd152f571b186c2e9745,2023-11,Junior Associate,4,0,0,0
4815cb674509cd152f571b186c2e9745,2023-11,Junior Associate,5,1,1,1
88d2eb1128eaf7c6d98b98f1ef57ef66,2023-11,Junior Associate,0,0,0,0
88d2eb1128eaf7c6d98b98f1ef57ef66,2023-11,Junior Associate,1,0,0,0
88d2eb1128eaf7c6d98b98f1ef57ef66,2023-11,Junior Associate,2,0,0,0
88d2eb1128eaf7c6d98b98f1ef57ef66,2023-11,Junior Associate,3,0,0,0
88d2eb1128eaf7c6d98b98f1ef57ef66,2023-11,Junior Associate,4,0,0,0
88d2eb1128eaf7c6d98b98f1ef57ef66,2023-11,Junior Associate,5,0,0,0
4f6a61a136694f12f76fa2fd265416db,2023-08,Junior Associate,0,0,0,0
4f6a61a136694f12f76fa2fd265416db,2023-08,Junior Associate,1,0,0,0
4f6a61a136694f12f76fa2fd265416db,2023-08,Junior Associate,2,0,0,0
4f6a61a136694f12f76fa2fd265416db,2023-08,Junior Associate,3,0,0,0
4f6a61a136694f12f76fa2fd265416db,2023-08,Junior Associate,4,0,0,0
4f6a61a136694f12f76fa2fd265416db,2023-08,Junior Associate,5,0,0,0
494060ebec061983244702d65166d1e6,2024-01,Associate,0,0,0,0
494060ebec061983244702d65166d1e6,2024-01,Associate,1,0,0,0
494060ebec061983244702d65166d1e6,2024-01,Associate,2,0,0,0
494060ebec061983244702d65166d1e6,2024-01,Associate,3,0,0,0
494060ebec061983244702d65166d1e6,2024-01,Associate,4,1,10,5
494060ebec061983244702d65166d1e6,2024-01,Associate,5,1,4,3
d5570ec53c3634147e465800b4d49791,2024-01,Senior Associate,0,0,0,0
d5570ec53c3634147e465800b4d49791,2024-01,Senior Associate,1,0,0,0
d5570ec53c3634147e465800b4d49791,2024-01,Senior Associate,2,0,0,0
d5570ec53c3634147e465800b4d49791,2024-01,Senior Associate,3,0,0,0
d5570ec53c3634147e465800b4d49791,2024-01,Senior Associate,4,0,0,0
d5570ec53c3634147e465800b4d49791,2024-01,Senior Associate,5,1,1,1
cead2450591f4e216730b34caf72f3d6,2024-01,Associate,0,0,0,0
cead2450591f4e216730b34caf72f3d6,2024-01,Associate,1,0,0,0
cead2450591f4e216730b34caf72f3d6,2024-01,Associate,2,0,0,0
cead2450591f4e216730b34caf72f3d6,2024-01,Associate,3,0,0,0
cead2450591f4e216730b34caf72f3d6,2024-01,Associate,4,0,0,0
cead2450591f4e216730b34caf72f3d6,2024-01,Associate,5,1,2,1
4a35368a9d96d7ac7da2bc99264d7273,2024-01,Partner,0,0,0,0
4a35368a9d96d7ac7da2bc99264d7273,2024-01,Partner,1,0,0,0
4a35368a9d96d7ac7da2bc99264d7273,2024-01,Partner,2,0,0,0
4a35368a9d96d7ac7da2bc99264d7273,2024-01,Partner,3,0,0,0
4a35368a9d96d7ac7da2bc99264d7273,2024-01,Partner,4,0,0,0
4a35368a9d96d7ac7da2bc99264d7273,2024-01,Partner,5,1,1,1
7b2d5b52a25fdaf1dd9e68c7689baaad,2023-08,Associate,0,0,0,0
7b2d5b52a25fdaf1dd9e68c7689baaad,2023-08,Associate,1,0,0,0
7b2d5b52a25fdaf1dd9e68c7689baaad,2023-08,Associate,2,0,0,0
7b2d5b52a25fdaf1dd9e68c7689baaad,2023-08,Associate,3,0,0,0
7b2d5b52a25fdaf1dd9e68c7689baaad,2023-08,Associate,4,0,0,0
7b2d5b52a25fdaf1dd9e68c7689baaad,2023-08,Associate,5,0,0,0
e98611b5055051ab0d7478743590197d,2023-08,Junior Associate,0,0,0,0
e98611b5055051ab0d7478743590197d,2023-08,Junior Associate,1,0,0,0
e98611b5055051ab0d7478743590197d,2023-08,Junior Associate,2,0,0,0
e98611b5055051ab0d7478743590197d,2023-08,Junior Associate,3,0,0,0
e98611b5055051ab0d7478743590197d,2023-08,Junior Associate,4,0,0,0
e98611b5055051ab0d7478743590197d,2023-08,Junior Associate,5,0,0,0
3a32534323892a257abb47c1c560d791,2023-11,Partner,0,0,0,0
3a32534323892a257abb47c1c560d791,2023-11,Partner,1,0,0,0
3a32534323892a257abb47c1c560d791,2023-11,Partner,2,0,0,0
3a32534323892a257abb47c1c560d791,2023-11,Partner,3,0,0,0
3a32534323892a257abb47c1c560d791,2023-11,Partner,4,0,0,0
3a32534323892a257abb47c1c560d791,2023-11,Partner,5,1,8,8
d65137d9d0ff9c7e764887997afe3f37,2023-11,Junior Associate,0,0,0,0
d65137d9d0ff9c7e764887997afe3f37,2023-11,Junior Associate,1,0,0,0
d65137d9d0ff9c7e764887997afe3f37,2023-11,Junior Associate,2,0,0,0
d65137d9d0ff9c7e764887997afe3f37,2023-11,Junior Associate,3,0,0,0
d65137d9d0ff9c7e764887997afe3f37,2023-11,Junior Associate,4,0,0,0
d65137d9d0ff9c7e764887997afe3f37,2023-11,Junior Associate,5,0,0,0
c5942e2f861bd707951aec9292e904c5,2023-11,Junior Associate,0,0,0,0
c5942e2f861bd707951aec9292e904c5,2023-11,Junior Associate,1,0,0,0
c5942e2f861bd707951aec9292e904c5,2023-11,Junior Associate,2,0,0,0
c5942e2f861bd707951aec9292e904c5,2023-11,Junior Associate,3,0,0,0
c5942e2f861bd707951aec9292e904c5,2023-11,Junior Associate,4,0,0,0
c5942e2f861bd707951aec9292e904c5,2023-11,Junior Associate,5,1,8,2
77cb4c9b5c00371c239a52b5880dfdfc,2023-08,Partner,0,0,0,0
77cb4c9b5c00371c239a52b5880dfdfc,2023-08,Partner,1,0,0,0
77cb4c9b5c00371c239a52b5880dfdfc,2023-08,Partner,2,0,0,0
77cb4c9b5c00371c239a52b5880dfdfc,2023-08,Partner,3,0,0,0
77cb4c9b5c00371c239a52b5880dfdfc,2023-08,Partner,4,0,0,0
77cb4c9b5c00371c239a52b5880dfdfc,2023-08,Partner,5,0,0,0
0aab4d85c98cde6bd8264c17912c7c82,2024-01,Junior Associate,0,0,0,0
0aab4d85c98cde6bd8264c17912c7c82,2024-01,Junior Associate,1,0,0,0
0aab4d85c98cde6bd8264c17912c7c82,2024-01,Junior Associate,2,0,0,0
0aab4d85c98cde6bd8264c17912c7c82,2024-01,Junior Associate,3,1,1,1
0aab4d85c98cde6bd8264c17912c7c82,2024-01,Junior Associate,4,0,0,0
0aab4d85c98cde6bd8264c17912c7c82,2024-01,Junior Associate,5,1,2,2
b1b1ba20401c0e9ea906fd8943f92b3a,2024-01,Junior Associate,0,0,0,0
b1b1ba20401c0e9ea906fd8943f92b3a,2024-01,Junior Associate,1,0,0,0
b1b1ba20401c0e9ea906fd8943f92b3a,2024-01,Junior Associate,2,0,0,0
b1b1ba20401c0e9ea906fd8943f92b3a,2024-01,Junior Associate,3,0,0,0
b1b1ba20401c0e9ea906fd8943f92b3a,2024-01,Junior Associate,4,1,3,3
b1b1ba20401c0e9ea906fd8943f92b3a,2024-01,Junior Associate,5,1,6,3
52e4df40aa67d737a35b24b1a6b6c967,2023-11,Junior Associate,0,0,0,0
52e4df40aa67d737a35b24b1a6b6c967,2023-11,Junior Associate,1,0,0,0
52e4df40aa67d737a35b24b1a6b6c967,2023-11,Junior Associate,2,0,0,0
52e4df40aa67d737a35b24b1a6b6c967,2023-11,Junior Associate,3,0,0,0
52e4df40aa67d737a35b24b1a6b6c967,2023-11,Junior Associate,4,0,0,0
52e4df40aa67d737a35b24b1a6b6c967,2023-11,Junior Associate,5,1,8,5
